movieid,title,genres,clean_text
25209,Annie Get Your Gun,Action Comedy Music Romance Western,action comedy music romance western musical annie oakley sharpshooter film adaptation irving berlins classic musical stars betty hutton gunslinger annie oakley romances fellow sharpshooter frank butler howard keel travel buffalo bills wild west show previously target comes love annie proves get man gun battleofthesexes extravaganza features timeless numbers like anything theres business like show business betty hutton howard keel louis calhern carrol naish edward arnold
37495,Four Lions,Comedy Crime Drama,comedy crime drama terrorism british farce four lions tells story group british jihadists push abstract dreams glory breaking point wheels fly competing ideologies clash emerges emotionally engaging entirely plausible farce storm razorsharp verbal jousting largescale set pieces four lions comic tour de force shows thatwhile terrorism ideologyit also idiots riz ahmed nigel lindsay kayvan novak adeel akhtar arsher ali
29262,The House of Sand,Drama,drama brazil desert woman taken along mother faraway desert husband passing forced spend next years life hopelessly trying escape fernanda montenegro ruy guerra fernanda torres seu jorge stnio garcia
34769,Defendor,Drama Action Comedy Crime,drama action comedy crime crime fighter delusion superhero crooked cop mob boss young girl abuse denizens citys criminal underworld world ordinary arthur poppington doesnt understand doesnt belong committed fighting changes vigilante superhero making defendor power courage defendor takes streets protect citys innocents woody harrelson kat dennings elias koteas sandra oh clark johnson
35032,The Pirate,Music Romance,music romance musical pirate girl engaged local richman meanwhile dreams legendary pirate macoco traveling singer falls love impress poses pirate judy garland gene kelly walter slezak gladys cooper reginald owen
5178,The Good Heart,Drama Comedy Romance,drama comedy romance san francisco homeless person bar suicide attempt heart attack friendship hospital brian cox stars jacques curmudgeonly owner gritty new york dive bar serves home motley assortment professional drinkers jacques determinedly drinking smoking death meets lucas dano homeless young man already given life determined keep legacy alive jacques deems lucas fitting heir takes wing schooling malecentric laws alcoholic clubhouse new customers fraternizing customers absolutely women lucas quick study friendship put test distraught beautiful april isild le besco shows bar seeking shelter lucas insists help brian cox paul dano stephanie szostak isild le besco bill buell
8618,The History Boys,Comedy Drama,comedy drama gay becoming adult education exam scholarship oxford cambridge history based play student boys school teachers students story unruly class bright funny history students yorkshire grammar school pursuit undergraduate place oxford cambridge bounced maverick english master young shrewd teacher hired test scores grossly outnumbered history teacher headmaster obsessed results boys attempt pass samuel anderson dominic cooper james corden samuel barnett russell tovey
3116,Midnight Cowboy,Drama,drama shower naive male prostitute sickly friend struggle survive streets new york city dustin hoffman jon voight sylvia miles john mcgiver brenda vaccaro
9427,The Full Monty,Comedy,comedy suicide attempt striptease steel worker repossession male stripper sheffield england gaz jobless steelworker need quick cash persuades mates bare onenightonly strip show robert carlyle mark addy william snape steve huison tom wilkinson
813,Airplane!,Comedy,comedy chicago alcohol cataclysm guitar medicine taxi driver passenger saxophone stewardess pilot airplane fear flying air controller landing autopilot kiss spoof los angeles alcohol abuse aftercreditsstinger anarchic comedy alcoholic pilot ted striker developed fear flying due wartime trauma nevertheless boards passenger jet attempt woo back stewardess girlfriend food poisoning decimates passengers crew leaving striker land plane help gluesniffing air traffic controller strikers vengeful former air force captain must talk robert hays julie hagerty kareem abduljabbar lloyd bridges peter graves
352978,Chain of Command,Thriller Adventure Action,thriller adventure action brother brother relationship corruption revenge government conspiracy finding brother murdered returning duty webster searches perpetrators discovers conspiracy cuts deep inside us government michael jai white steve austin max ryan allen yates
10634,Friday,Comedy,comedy rap music parents kids relationship rapper job craig smokey two guys los angeles hanging porch friday afternoon smoking drinking looking something ice cube chris tucker nia long tom lister jr john witherspoon
9516,Menace II Society,Drama Action Crime,drama action crime black people drug dealer ghetto weapon delinquency los angeles menace ii society coming age tale detailing summer protagonist caine tyrin turner graduates high school caines story details real life todays tough inner city tyrin turner larenz tate glenn plummer jada pinkett smith samuel jackson
